;Unnamed: 0;Unnamed: 0.1;cod_orgao_sup;nm_orgao_sup;cod_orgao;nm_orgao;cod_unidade;nm_unidade;modalidade_compra;id_item_compra;dia;ano;mes;cod_classe_material;nm_classe_material;grupo_material;grupo_servico;cod_material_serv;desc_material_serv;padrao_desc_material;cnpj_fornecedor;nm_fornecedor;unidade_fornecimento;valor_unitario;qtde_ofertada;ind_pandemia
12;26;12455;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;150002;SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS;Dispensa de Licitação;1500020600006202000001;27 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,25303E+13;VITTAMED DISTRIBUICAO DE MEDICAMENTOS E PRODUTOS PARA A SAUDE EIRELI;FRASCO 500,00 ML;18,5;600;1
170;262;68779;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257037;DISTRITO SANIT.ESP.INDÍGENA - ARAGUAIA;Dispensa de Licitação;2570370600003202000003;06 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,23138E+13;RET FARMA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES EIRELI;FRASCO 500,00 ML;18,5;1500;1
15;30;22567;26000;MINISTERIO DA EDUCACAO;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;153115;MEC-UFRJ-UNIVERSID.FED.DO RIO DE JANEIRO/RJ;Dispensa de Licitação;1531150600028202000001;20 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,99399E+13;LEANDRO OLIVEIRA DE SANT ANNA 05643906740;FRASCO 500,00 ML;18,51;950;1
155;246;65350;33000;MINISTERIO DA PREVIDENCIA SOCIAL;37202;INSTITUTO NACIONAL DO SEGURO SOCIAL;510178;GERENCIA REGIONAL EM SÃO PAULO;Dispensa de Licitação;5101780600017202000004;05 Jun 2020;2020;Jun 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,16523E+13;CLB2 COMERCIAL LTDA;FRASCO 500,00 ML;18,85;185480;1
104;169;6993;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;130056;SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.;Dispensa de Licitação;1300560600013202000001;09 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,21323E+13;PRYSCILA BASTOS ROCHA CUNHA 05450953607;FRASCO 500,00 ML;19,8;561;1
70;114;140350;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160336;DIRETORIA DE FABRICAÇÃO;Dispensa de Licitação;1603360600007202000001;23 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,51033E+13;ATOMO PRODUTOS LABORATORIAIS E CORRELATOS LTDA;FRASCO 500,00 ML;19,97;500;1
34;56;64245;30000;MINISTERIO DA JUSTICA;30802;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ;200114;SUPERINTENDENCIA REG. POL. RODV. FEDERAL-BA;Dispensa de Licitação;2001140600013202000001;23 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,03664E+13;RAFAEL DA SILVA GABRIEL;FRASCO 500,00 ML;20;1000;1
143;226;59460;30000;MINISTERIO DA JUSTICA;30000;MINISTERIO DA JUSTICA;200330;SECRETARIA NACIONAL DE SEGURANCA PUBLICA;Dispensa de Licitação;2003300600003202000004;02 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,22683E+13;YM COMERCIO DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA;FRASCO 500,00 ML;20;9300;1
150;239;64346;30000;MINISTERIO DA JUSTICA;30911;FUNDO NACIONAL DE SEGURANCA PUBLICA;200331;SECRETARIA NACIONAL DE SEGURANCA PUBLICA;Dispensa de Licitação;2003310600004202000004;02 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,22683E+13;YM COMERCIO DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA;FRASCO 500,00 ML;20;13698;1
232;359;130461;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160176;COMANDO 1.GRUPAMENTO DE ENGENHARIA;Pregão;1601760500037201900005;24 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,47083E+13;E&M COMERCIO DE MATERIAIS DE CONSTRUCAO EIRELI;FRASCO 500,00 ML;20;726;1
165;257;67987;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257023;DISTRITO SANIT.ESP.INDÍGENA AL/SE;Dispensa de Licitação;2570230600005202000002;09 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,56268E+13;ATLANTICO BC PRODUTOS PARA SAUDE - EIRELI;FRASCO 500,00 ML;20,8;700;1
3;4;9050;24000;MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO;24000;MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO;240101;MCT-COORD. GERAL DE RECURSOS LOGÍSTICOS/DF;Dispensa de Licitação;2401010600004202000001;26 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;9,58378E+12;COMERCIAL MILENIO EIRELI;FRASCO 500,00 ML;21,4499;500;1
168;260;68542;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257034;DISTRITO SANIT.ESP. INDÍGENA - MARANHAO;Dispensa de Licitação;2570340600006202000001;29 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,40006E+13;CAP FIFAS BUSINESS LTDA;FRASCO 500,00 ML;21,9;3000;1
181;274;74736;36000;MINISTERIO DA SAUDE;36211;FUNDACAO NACIONAL DE SAUDE;255014;FUNDACAO NACIONAL DE SAUDE - PA;Dispensa de Licitação;2550140600002202000001;24 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,03761E+13;CRMED PRODUTOS E SERVICOS HOSPITALARES EIRELI;FRASCO 500,00 ML;22;500;1
2;3;8864;24000;MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO;20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;113202;COMISSAO NACIONAL DE ENERGIA NUCLEAR;Dispensa de Licitação;1132020600036202000001;19 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;9,66248E+12;JOAO ROMERA MORENO INFORMATICA;FRASCO 500,00 ML;22;800;1
250;387;145368;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160301;COMISSAO REGIONAL DE OBRAS/1-RJ;Dispensa de Licitação;1603010600011202000002;30 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,42808E+13;ABBA SERVICOS DE MANUTENCAO E COMERCIO EM GERAL EIRELI;FRASCO 500,00 ML;22,5;256;1
251;388;145377;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160301;COMISSAO REGIONAL DE OBRAS/1-RJ;Dispensa de Licitação;1603010600013202000002;04 Mai 2020;2020;Mai 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,42808E+13;ABBA SERVICOS DE MANUTENCAO E COMERCIO EM GERAL EIRELI;FRASCO 500,00 ML;22,5;225;1
63;103;119895;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160143;HOSPITAL MILITAR DE ÁREA DE CAMPO GRANDE;Dispensa de Licitação;1601430600021202000006;27 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,55704E+13;NOVA SAUDE PRODUTOS MEDICOS EIRELI;FRASCO 500,00 ML;23,9;5000;1
275;427;175594;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160495;HOSPITAL MILITAR DE ÁREA DE SÃO PAULO;Dispensa de Licitação;1604950600049202000001;09 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,35795E+13;ROGERIO TEJEDA LISTE;FRASCO 500,00 ML;23,92;4000;1
53;93;101112;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120669;GRUPAMENTO DE APOIO DE SANTA CRUZ;Pregão;1206690500007202000122;24 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,73262E+12;CBPR MATERIAIS E SERVICOS LTDA;FRASCO 500,00 ML;25,74;2153;1
166;258;68244;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257030;DIST. SANIT. ESP. INDIGENA PARINTINS;Dispensa de Licitação;2570300600007202000008;04 Jun 2020;2020;Jun 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;8,80769E+12;E DA S MICHILES EIRELI;FRASCO 500,00 ML;25,9;2000;1
28;47;62316;30000;MINISTERIO DA JUSTICA;30108;DEPARTAMENTO DE POLICIA FEDERAL;200356;SUPERINTENDENCIA REG.DEP.POLICIA FEDERAL - RJ;Dispensa de Licitação;2003560600010202000001;18 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,24995E+13;HOSPINOVA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.;FRASCO 500,00 ML;26,8;500;1
7;15;10556;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170116;SUP.REGIONAL RECEITA FEDERAL 7A.RF/RJ;Dispensa de Licitação;1701160600013202000001;30 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,03216E+13;SUNSET COMERCIO E SERVICOS LTDA;FRASCO 500,00 ML;26,9;300;1
113;182;10745;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170116;SUP.REGIONAL RECEITA FEDERAL 7A.RF/RJ;Dispensa de Licitação;1701160600014202000001;01 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,03216E+13;SUNSET COMERCIO E SERVICOS LTDA;FRASCO 500,00 ML;26,9;1000;1
179;271;69877;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257051;DISTRITO SANIT.ESP.INDÍGENA - LESTE RR;Dispensa de Licitação;2570510600002202000016;17 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;5,61388E+12;R. M. NAVECA;FRASCO 500,00 ML;27;2000;1
286;454;200480;99900;REPUBLICA FEDERATIVA DO BRASIL;93220;ESTADO DO AMAPA;927560;DEFENSORIA PUBLICA DO ESTADO DO AMAPA;Dispensa de Licitação;9275600600002202000002;22 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,03216E+13;SUNSET COMERCIO E SERVICOS LTDA;FRASCO 500,00 ML;27,07;200;1
32;54;64164;30000;MINISTERIO DA JUSTICA;30802;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ;200111; SUPERINTENDENCIA REG. POL. RODV. FEDERAL-PA;Dispensa de Licitação;2001110600008202000003;25 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,03664E+13;RAFAEL DA SILVA GABRIEL;FRASCO 500,00 ML;27,5;216;1
33;55;64167;30000;MINISTERIO DA JUSTICA;30802;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ;200111; SUPERINTENDENCIA REG. POL. RODV. FEDERAL-PA;Dispensa de Licitação;2001110600009202000003;25 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,03664E+13;RAFAEL DA SILVA GABRIEL;FRASCO 500,00 ML;27,5;216;1
57;97;109086;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160068;DEPARTAMENTO DE EDUCACAO E CULTURA EXERCITO;Dispensa de Licitação;1600680600030202000001;25 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,03664E+13;RAFAEL DA SILVA GABRIEL;FRASCO 500,00 ML;27,9;1000;1
280;445;193317;52000;MINISTERIO DEFESA;52131;COMANDO DA MARINHA;786800;BASE FLUVIAL DE LADARIO/MS;Pregão;7868000500003202000038;08 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;386905; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:65% INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,84936E+13;C. L. R. COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GENERO ALIMENTICIO;FRASCO 500,00 ML;28;2300;1
58;98;109087;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160068;DEPARTAMENTO DE EDUCACAO E CULTURA EXERCITO;Dispensa de Licitação;1600680600031202000001;31 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,99575E+13;TRANKS COMERCIO E SERVICOS - EIRELI;FRASCO 500,00 ML;28;1000;1
256;396;148018;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160338;1 ESQUADRAO DE CAVALARIA LEVE;Dispensa de Licitação;1603380600052202000001;17 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,42808E+13;ABBA SERVICOS DE MANUTENCAO E COMERCIO EM GERAL EIRELI;FRASCO 500,00 ML;29,5;200;1
177;269;69825;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257049;DISTRITO SANIT.ESP.INDÍGENA - PORTO VELHO;Dispensa de Licitação;2570490600001202000001;20 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;6,37743E+13;A G D DE OLIVEIRA EIRELI;FRASCO 500,00 ML;30;760;1
108;174;9824;24000;MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO;24000;MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO;240106;INSTIT.NAC.DE PESQ.ESPACIAIS-S.J.CAMPOS - MCT;Dispensa de Licitação;2401060600042202000001;01 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,96964E+12;COMERCIAL VIC-MAFER LTDA;FRASCO 500,00 ML;30;500;1
10;21;11629;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170217;SUP.REGIONAL RECEITA FEDERAL 2A.RF/PA;Dispensa de Licitação;1702170600003202000001;27 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,61481E+13;ORGANLIFE SPECIAL PRODUCTS EIRELI;FRASCO 500,00 ML;32,3;250;1
254;393;145797;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160318;ESCOLA DE SARGENTOS DE LOGISTICA;Dispensa de Licitação;1603180600015202000004;02 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,73086E+13;MUTARE DISTRIBUIDORA E PRESTADORA DE SERVICO EIRELI;FRASCO 500,00 ML;33,5;200;1
40;70;67276;33000;MINISTERIO DA PREVIDENCIA SOCIAL;37202;INSTITUTO NACIONAL DO SEGURO SOCIAL;510178;GERENCIA REGIONAL EM SÃO PAULO;Dispensa de Licitação;5101780600004202000002;27 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,10104E+13;ELEVONI COMERCIO E ASSESSORIA HOSPITALAR EIRELI;FRASCO 500,00 ML;62,5;2304;1
